PlayerName,Team,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G60,A60,FirstA60,Points60,Shots60,iFenwick60,iCorsi60,IGP,IAP,IPP,Year,Position,Situation
"CONNER, CHRIS",Dallas,395:38:00,2,9,5,11,33,49,65,6.06,0.303,1.365,0.758,1.67,5,7.431,9.858,12.5,56.3,68.8,2008,Forward,5v5
"GAGNER, SAM",Edmonton,972:02:00,9,18,13,27,116,142,188,7.76,0.555,1.111,0.802,1.67,7.16,8.765,11.604,21.9,43.9,65.9,2008,Forward,5v5
"WARD, JOEL",Nashville,936:54:00,11,15,11,26,112,161,191,9.82,0.705,0.961,0.705,1.67,7.17,10.311,12.232,32.4,44.1,76.5,2008,Forward,5v5
"O_SULLIVAN, PATRICK",Edmonton,1081:58:00,10,20,12,30,195,281,359,5.13,0.554,1.109,0.665,1.66,10.81,15.583,19.908,23.3,46.5,69.8,2008,Forward,5v5
"SHANAHAN, BRENDAN",New Jersey,361:20:00,3,7,5,10,51,66,76,5.88,0.498,1.162,0.83,1.66,8.47,10.959,12.62,27.3,63.6,90.9,2008,Forward,5v5
"PELTONEN, VILLE",Florida,940:34:00,12,14,8,26,106,141,177,11.32,0.765,0.893,0.51,1.66,6.76,8.995,11.291,29.3,34.1,63.4,2008,Forward,5v5
"BROWN, DUSTIN",Los Angeles,1049:45:00,14,15,12,29,193,274,361,7.25,0.8,0.857,0.686,1.66,11.03,15.661,20.634,31.8,34.1,65.9,2008,Forward,5v5
"NEAL, JAMES",Dallas,943:05:00,15,11,7,26,122,169,211,12.3,0.954,0.7,0.445,1.65,7.76,10.752,13.424,44.1,32.4,76.5,2008,Forward,5v5
"COGLIANO, ANDREW",Edmonton,912:35:00,12,13,7,25,89,124,160,13.48,0.789,0.855,0.46,1.64,5.85,8.153,10.52,34.3,37.1,71.4,2008,Forward,5v5
"MOSS, DAVID",Calgary,842:57:00,11,12,8,23,147,202,259,7.48,0.783,0.854,0.569,1.64,10.46,14.378,18.435,27.5,30,57.5,2008,Forward,5v5
"GALIARDI, T.J.",Colorado,146:36:00,3,1,0,4,12,24,33,25,1.228,0.409,0,1.64,4.91,9.823,13.506,75,25,100,2008,Forward,5v5
"STORTINI, ZACK",Edmonton,367:27:00,5,5,4,10,22,30,37,22.73,0.816,0.816,0.653,1.63,3.59,4.899,6.042,31.2,31.2,62.5,2008,Forward,5v5
"UMBERGER, RJ",Columbus,1069:06:00,15,14,11,29,151,188,232,9.93,0.842,0.786,0.617,1.63,8.47,10.551,13.02,36.6,34.1,70.7,2008,Forward,5v5
"NYLANDER, MICHAEL",Washington,812:21:00,5,17,10,22,70,87,110,7.14,0.369,1.256,0.739,1.62,5.17,6.426,8.125,13.2,44.7,57.9,2008,Forward,5v5
"KASPAR, LUKAS",San Jose,111:11:00,2,1,1,3,11,16,21,18.18,1.079,0.54,0.54,1.62,5.94,8.634,11.333,50,25,75,2008,Forward,5v5
"STAFFORD, DREW",Buffalo,966:29:00,10,16,6,26,139,170,213,7.19,0.621,0.993,0.372,1.61,8.63,10.554,13.223,22.7,36.4,59.1,2008,Forward,5v5
"BOYES, BRAD",St. Louis,1117:18:00,13,17,11,30,130,200,244,10,0.698,0.913,0.591,1.61,6.98,10.74,13.103,32.5,42.5,75,2008,Forward,5v5
"GUERIN, BILL",Pittsburgh,935:31:00,13,12,9,25,149,199,257,8.72,0.834,0.77,0.577,1.6,9.56,12.763,16.483,35.1,32.4,67.6,2008,Forward,5v5
"REDDOX, LIAM",Edmonton,412:47:00,4,7,6,11,33,48,60,12.12,0.581,1.018,0.872,1.6,4.8,6.977,8.721,25,43.8,68.8,2008,Forward,5v5
"GAUSTAD, PAUL",Buffalo,714:06:00,7,12,10,19,100,133,149,7,0.588,1.008,0.84,1.6,8.4,11.175,12.519,23.3,40,63.3,2008,Forward,5v5
"FROLOV, ALEXANDER",Los Angeles,1015:32:00,15,12,5,27,100,147,181,15,0.886,0.709,0.295,1.6,5.91,8.685,10.694,40.5,32.4,73,2008,Forward,5v5
"MCAMMOND, DEAN",NY Islanders,566:29:00,4,11,6,15,47,65,90,8.51,0.424,1.165,0.635,1.59,4.98,6.885,9.533,16.7,45.8,62.5,2008,Forward,5v5
"SUTHERBY, BRIAN",Dallas,530:18:00,7,7,3,14,61,84,100,11.48,0.792,0.792,0.339,1.58,6.9,9.504,11.314,35,35,70,2008,Forward,5v5
"BRODZIAK, KYLE",Edmonton,760:44:00,8,12,7,20,81,113,137,9.88,0.631,0.947,0.552,1.58,6.39,8.912,10.805,27.6,41.4,69,2008,Forward,5v5
"LEGWAND, DAVID",Nashville,999:24:00,12,14,7,26,121,154,194,9.92,0.72,0.841,0.42,1.56,7.26,9.245,11.647,35.3,41.2,76.5,2008,Forward,5v5
"BERTUZZI, TODD",Calgary,886:40:00,7,16,14,23,83,116,142,8.43,0.474,1.083,0.947,1.56,5.62,7.85,9.609,20,45.7,65.7,2008,Forward,5v5
"CALDER, KYLE",Los Angeles,848:33:00,6,16,10,22,80,113,137,7.5,0.424,1.131,0.707,1.56,5.66,7.99,9.687,20.7,55.2,75.9,2008,Forward,5v5
"WOLSKI, WOJTEK",Colorado,1004:27:00,10,16,11,26,121,147,194,8.26,0.597,0.956,0.657,1.55,7.23,8.781,11.588,27,43.2,70.3,2008,Forward,5v5
"SUNDIN, MATS",Vancouver,502:31:00,4,9,7,13,50,72,90,8,0.478,1.075,0.836,1.55,5.97,8.597,10.746,21.1,47.4,68.4,2008,Forward,5v5
"DOWNIE, STEVE",Tampa Bay,232:31:00,3,3,2,6,26,33,40,11.54,0.774,0.774,0.516,1.55,6.71,8.515,10.322,33.3,33.3,66.7,2008,Forward,5v5
"DRURY, CHRIS",NY Rangers,1047:07:00,10,17,11,27,126,181,238,7.94,0.573,0.974,0.63,1.55,7.22,10.371,13.637,28.6,48.6,77.1,2008,Forward,5v5
"VOROS, AARON",NY Rangers,504:16:00,5,8,6,13,48,69,81,10.42,0.595,0.952,0.714,1.55,5.71,8.21,9.638,26.3,42.1,68.4,2008,Forward,5v5
"AFINOGENOV, MAXIM",Buffalo,465:41:00,5,7,4,12,79,106,139,6.33,0.644,0.902,0.515,1.55,10.18,13.657,17.909,27.8,38.9,66.7,2008,Forward,5v5
"MODANO, MIKE",Dallas,932:17:00,8,16,11,24,121,169,203,6.61,0.515,1.03,0.708,1.54,7.79,10.877,13.065,22.9,45.7,68.6,2008,Forward,5v5
"GRATTON, JOSH",Philadelphia,116:37:00,1,2,2,3,13,18,21,7.69,0.514,1.029,1.029,1.54,6.69,9.261,10.805,20,40,60,2008,Forward,5v5
"BOYD, DUSTIN",Calgary,662:41:00,9,8,4,17,55,85,116,16.36,0.815,0.724,0.362,1.54,4.98,7.696,10.503,36,32,68,2008,Forward,5v5
"KOSTITSYN, ANDREI",Montreal,859:49:00,15,7,6,22,126,168,229,11.9,1.047,0.488,0.419,1.54,8.79,11.723,15.98,35.7,16.7,52.4,2008,Forward,5v5
"MALHOTRA, MANNY",Columbus,1019:37:00,11,15,8,26,94,125,154,11.7,0.647,0.883,0.471,1.53,5.53,7.356,9.062,28.9,39.5,68.4,2008,Forward,5v5
"REASONER, MARTY",Winnipeg,904:14:00,12,11,7,23,104,147,184,11.54,0.796,0.73,0.465,1.53,6.9,9.754,12.209,37.5,34.4,71.9,2008,Forward,5v5
"HORCOFF, SHAWN",Edmonton,1062:53:00,8,19,11,27,121,165,201,6.61,0.452,1.073,0.621,1.52,6.83,9.314,11.347,17.8,42.2,60,2008,Forward,5v5
"COMEAU, BLAKE",NY Islanders,669:51:00,5,12,7,17,58,87,122,8.62,0.448,1.075,0.627,1.52,5.2,7.793,10.928,21.7,52.2,73.9,2008,Forward,5v5
"SVATOS, MAREK",Colorado,715:40:00,7,11,7,18,99,131,169,7.07,0.587,0.922,0.587,1.51,8.3,10.983,14.169,28,44,72,2008,Forward,5v5
"LEHTINEN, JERE",Dallas,598:21:00,5,10,4,15,85,118,142,5.88,0.501,1.003,0.401,1.5,8.52,11.832,14.239,20,40,60,2008,Forward,5v5
"MORRISON, BRENDAN",Dallas,882:42:00,12,10,7,22,87,119,145,13.79,0.816,0.68,0.476,1.5,5.91,8.089,9.856,36.4,30.3,66.7,2008,Forward,5v5
"MCLEOD, CODY",Colorado,805:10:00,15,5,3,20,109,142,177,13.76,1.118,0.373,0.224,1.49,8.12,10.582,13.19,51.7,17.2,69,2008,Forward,5v5
"TKACHUK, KEITH",St. Louis,926:52:00,9,14,10,23,118,161,197,7.63,0.583,0.906,0.647,1.49,7.64,10.422,12.753,28.1,43.8,71.9,2008,Forward,5v5
"HUNTER, TRENT",NY Islanders,604:46:00,6,9,6,15,106,143,180,5.66,0.595,0.893,0.595,1.49,10.52,14.187,17.858,31.6,47.4,79,2008,Forward,5v5
"VERMETTE, ANTOINE",Columbus,971:06:00,10,14,11,24,119,156,197,8.4,0.618,0.865,0.68,1.48,7.35,9.639,12.172,33.3,46.7,80,2008,Forward,5v5
"LAPIERRE, MAXIM",Montreal,933:13:00,11,12,6,23,137,166,215,8.03,0.707,0.771,0.386,1.48,8.81,10.673,13.823,28.9,31.6,60.5,2008,Forward,5v5
"DANDENAULT, MATHIEU",Montreal,407:06:00,4,6,5,10,42,55,71,9.52,0.59,0.884,0.737,1.47,6.19,8.106,10.464,23.5,35.3,58.8,2008,Forward,5v5
"KULEMIN, NIKOLAI",Toronto,856:45:00,13,8,4,21,103,146,196,12.62,0.91,0.56,0.28,1.47,7.21,10.225,13.726,35.1,21.6,56.8,2008,Forward,5v5
"DUBINSKY, BRANDON",NY Rangers,1020:44:00,9,16,10,25,144,189,235,6.25,0.529,0.941,0.588,1.47,8.46,11.11,13.814,23.1,41,64.1,2008,Forward,5v5
"D_AGOSTINI, MATT",Montreal,573:24:00,7,7,2,14,95,118,153,7.37,0.733,0.733,0.209,1.46,9.94,12.347,16.01,38.9,38.9,77.8,2008,Forward,5v5
"MAIR, ADAM",Buffalo,739:40:00,7,11,6,18,74,107,129,9.46,0.568,0.892,0.487,1.46,6,8.68,10.464,28,44,72,2008,Forward,5v5
"KOIVU, MIKKO",Minnesota,1111:34:00,8,19,10,27,143,181,237,5.59,0.432,1.026,0.54,1.46,7.72,9.77,12.793,17.8,42.2,60,2008,Forward,5v5
"KNUBLE, MIKE",Philadelphia,1029:58:00,15,10,7,25,133,177,219,11.28,0.874,0.583,0.408,1.46,7.75,10.311,12.758,34.9,23.3,58.1,2008,Forward,5v5
"HENSICK, T.J.",Colorado,619:30:00,3,12,6,15,90,115,149,3.33,0.291,1.162,0.581,1.45,8.72,11.138,14.431,15,60,75,2008,Forward,5v5
"ZUBRUS, DAINIUS",New Jersey,1033:48:00,13,12,8,25,100,134,167,13,0.754,0.697,0.464,1.45,5.8,7.777,9.692,30.2,27.9,58.1,2008,Forward,5v5
"MACARTHUR, CLARKE",Buffalo,785:45:00,11,8,5,19,86,110,144,12.79,0.84,0.611,0.382,1.45,6.57,8.4,10.996,37.9,27.6,65.5,2008,Forward,5v5
"SAMSONOV, SERGEI",Carolina,1075:21:00,12,14,9,26,121,169,229,9.92,0.669,0.781,0.502,1.45,6.75,9.43,12.777,30,35,65,2008,Forward,5v5
"WALKER, SCOTT",Carolina,496:44:00,4,8,4,12,66,90,110,6.06,0.483,0.966,0.483,1.45,7.97,10.871,13.287,23.5,47.1,70.6,2008,Forward,5v5
"KREPS, KAMIL",Florida,704:14:00,3,14,8,17,69,94,116,4.35,0.256,1.193,0.682,1.45,5.88,8.009,9.883,15,70,85,2008,Forward,5v5
"LAROSE, CHAD",Carolina,1039:37:00,16,9,7,25,153,215,271,10.46,0.923,0.519,0.404,1.44,8.83,12.408,15.64,42.1,23.7,65.8,2008,Forward,5v5
"HILBERT, ANDY",NY Islanders,793:00:00,8,11,10,19,134,176,238,5.97,0.605,0.832,0.757,1.44,10.14,13.316,18.008,28.6,39.3,67.9,2008,Forward,5v5
"GUITE, BEN",Colorado,501:12:00,5,7,3,12,53,72,94,9.43,0.599,0.838,0.359,1.44,6.34,8.619,11.253,29.4,41.2,70.6,2008,Forward,5v5
"PROSPAL, VACLAV",Tampa Bay,1086:43:00,10,16,9,26,125,160,211,8,0.552,0.883,0.497,1.44,6.9,8.834,11.65,25.6,41,66.7,2008,Forward,5v5
"CLOWE, RYANE",San Jose,964:34:00,9,14,9,23,115,149,188,7.83,0.56,0.871,0.56,1.43,7.15,9.268,11.694,23.7,36.8,60.5,2008,Forward,5v5
"SIM, JON",NY Islanders,504:08:00,6,6,4,12,69,89,117,8.7,0.714,0.714,0.476,1.43,8.21,10.592,13.925,31.6,31.6,63.2,2008,Forward,5v5
"ST._PIERRE, MARTIN",Boston,126:10:00,1,2,2,3,12,19,22,8.33,0.476,0.951,0.951,1.43,5.71,9.036,10.462,25,50,75,2008,Forward,5v5
"PRIMEAU, WAYNE",Calgary,168:25:00,0,4,3,4,18,25,27,0,0,1.425,1.069,1.43,6.41,8.906,9.619,0,80,80,2008,Forward,5v5
"BERGERON, PATRICE",Boston,760:33:00,5,13,8,18,94,122,149,5.32,0.395,1.026,0.631,1.42,7.42,9.625,11.755,20,52,72,2008,Forward,5v5
"STOLL, JARRET",Los Angeles,803:23:00,8,11,7,19,97,136,155,8.25,0.598,0.822,0.523,1.42,7.24,10.157,11.576,26.7,36.7,63.3,2008,Forward,5v5
"PYATT, TAYLOR",Vancouver,765:36:00,10,8,5,18,88,113,132,11.36,0.784,0.627,0.392,1.41,6.9,8.856,10.345,34.5,27.6,62.1,2008,Forward,5v5
"NASLUND, MARKUS",NY Rangers,1064:06:00,13,12,2,25,159,214,271,8.18,0.733,0.677,0.113,1.41,8.97,12.066,15.28,36.1,33.3,69.4,2008,Forward,5v5
"PRUCHA, PETR",Phoenix,554:31:00,5,8,1,13,56,77,103,8.93,0.541,0.866,0.108,1.41,6.06,8.332,11.145,27.8,44.4,72.2,2008,Forward,5v5
"LAICH, BROOKS",Washington,897:33:00,10,11,7,21,120,157,193,8.33,0.668,0.735,0.468,1.4,8.02,10.495,12.902,27,29.7,56.8,2008,Forward,5v5
"LAPERRIERE, IAN",Colorado,770:38:00,7,11,9,18,57,84,99,12.28,0.545,0.856,0.701,1.4,4.44,6.54,7.708,29.2,45.8,75,2008,Forward,5v5
"MOREAU, ETHAN",Edmonton,942:54:00,11,11,6,22,137,194,253,8.03,0.7,0.7,0.382,1.4,8.72,12.345,16.099,32.4,32.4,64.7,2008,Forward,5v5
"MIETTINEN, ANTTI",Minnesota,1034:48:00,8,16,12,24,127,182,228,6.3,0.464,0.928,0.696,1.39,7.36,10.553,13.22,25,50,75,2008,Forward,5v5
"CAMPBELL, GREGORY",Florida,993:59:00,7,16,12,23,114,152,185,6.14,0.422,0.966,0.724,1.39,6.88,9.175,11.167,17.1,39,56.1,2008,Forward,5v5
"STEWART, CHRIS",Colorado,562:05:00,8,5,3,13,79,98,119,10.13,0.854,0.534,0.32,1.39,8.43,10.461,12.703,53.3,33.3,86.7,2008,Forward,5v5
"BOEDKER, MIKKEL",Phoenix,910:36:00,9,12,5,21,89,131,161,10.11,0.593,0.791,0.33,1.38,5.86,8.632,10.608,30,40,70,2008,Forward,5v5
"DAWES, NIGEL",Phoenix,737:49:00,7,10,7,17,99,141,172,7.07,0.569,0.813,0.569,1.38,8.05,11.466,13.987,25,35.7,60.7,2008,Forward,5v5
"ROENICK, JEREMY",San Jose,435:19:00,3,7,6,10,44,53,66,6.82,0.413,0.965,0.827,1.38,6.06,7.305,9.097,17.6,41.2,58.8,2008,Forward,5v5
"BOULTON, ERIC",Winnipeg,566:10:00,3,10,5,13,69,92,105,4.35,0.318,1.06,0.53,1.38,7.31,9.75,11.127,16.7,55.6,72.2,2008,Forward,5v5
"MITCHELL, JOHN",Toronto,828:01:00,8,11,10,19,80,116,156,10,0.58,0.797,0.725,1.38,5.8,8.406,11.304,34.8,47.8,82.6,2008,Forward,5v5
"WINCHESTER, JESSE",Ottawa,743:43:00,3,14,4,17,108,128,153,2.78,0.242,1.129,0.323,1.37,8.71,10.326,12.343,14.3,66.7,81,2008,Forward,5v5
"MODIN, FREDRIK",Columbus,614:43:00,5,9,5,14,86,125,151,5.81,0.488,0.878,0.488,1.37,8.39,12.201,14.739,20.8,37.5,58.3,2008,Forward,5v5
"TALBOT, MAXIME",Pittsburgh,790:22:00,9,9,6,18,79,112,141,11.39,0.683,0.683,0.456,1.37,6,8.502,10.704,33.3,33.3,66.7,2008,Forward,5v5
"PLEKANEC, TOMAS",Montreal,928:55:00,10,11,7,21,123,167,214,8.13,0.646,0.711,0.452,1.36,7.94,10.787,13.823,27.8,30.6,58.3,2008,Forward,5v5
"PADDOCK, CAM",St. Louis,132:44:00,2,1,0,3,16,18,21,12.5,0.904,0.452,0,1.36,7.23,8.137,9.493,66.7,33.3,100,2008,Forward,5v5
"EAGER, BEN",Chicago,619:31:00,10,4,3,14,76,97,126,13.16,0.969,0.387,0.29,1.36,7.36,9.394,12.203,45.5,18.2,63.6,2008,Forward,5v5
"KOLANOS, KRYSTOFER",Minnesota,177:11:00,2,2,1,4,20,28,34,10,0.677,0.677,0.339,1.35,6.77,9.482,11.514,33.3,33.3,66.7,2008,Forward,5v5
"JOKINEN, JUSSI",Carolina,801:00:00,5,13,9,18,78,103,128,6.41,0.374,0.974,0.674,1.35,5.84,7.715,9.588,20,52,72,2008,Forward,5v5
"HANZAL, MARTIN",Phoenix,895:22:00,6,14,9,20,74,102,135,8.11,0.402,0.938,0.603,1.34,4.96,6.835,9.047,25,58.3,83.3,2008,Forward,5v5
"LINDSTROM, JOAKIM",Phoenix,492:34:00,6,5,2,11,55,72,97,10.91,0.731,0.609,0.244,1.34,6.7,8.77,11.816,28.6,23.8,52.4,2008,Forward,5v5
"NIELSEN, FRANS",NY Islanders,628:08:00,5,9,4,14,64,86,116,7.81,0.478,0.86,0.382,1.34,6.11,8.215,11.081,20.8,37.5,58.3,2008,Forward,5v5
"JONES, RYAN",Nashville,450:22:00,5,5,2,10,50,70,94,10,0.666,0.666,0.266,1.33,6.66,9.326,12.523,41.7,41.7,83.3,2008,Forward,5v5
"HIGGINS, CHRIS",Montreal,676:12:00,8,7,5,15,112,148,194,7.14,0.71,0.621,0.444,1.33,9.94,13.132,17.214,30.8,26.9,57.7,2008,Forward,5v5
"MCCORMICK, CODY",Colorado,496:24:00,1,10,8,11,63,79,95,1.59,0.121,1.209,0.967,1.33,7.61,9.549,11.483,6.3,62.5,68.8,2008,Forward,5v5
"KOSTOPOULOS, TOM",Montreal,902:43:00,7,13,7,20,109,148,184,6.42,0.465,0.864,0.465,1.33,7.24,9.837,12.23,20.6,38.2,58.8,2008,Forward,5v5
"MCLEAN, BRETT",Florida,819:53:00,7,11,5,18,97,125,163,7.22,0.512,0.805,0.366,1.32,7.1,9.148,11.928,29.2,45.8,75,2008,Forward,5v5
"MAYERS, JAMAL",Toronto,594:01:00,7,6,5,13,61,92,124,11.48,0.707,0.606,0.505,1.31,6.16,9.293,12.525,38.9,33.3,72.2,2008,Forward,5v5
"STECKEL, DAVID",Washington,731:30:00,6,10,5,16,88,120,156,6.82,0.492,0.82,0.41,1.31,7.22,9.843,12.796,30,50,80,2008,Forward,5v5
"GRIER, MIKE",San Jose,739:11:00,7,9,5,16,90,127,145,7.78,0.568,0.731,0.406,1.3,7.31,10.309,11.77,33.3,42.9,76.2,2008,Forward,5v5
"HORNQVIST, PATRIC",Nashville,278:04:00,2,4,2,6,49,59,74,4.08,0.432,0.863,0.432,1.29,10.57,12.731,15.967,18.2,36.4,54.5,2008,Forward,5v5
"VRBATA, RADIM",Tampa Bay,185:39:00,2,2,2,4,29,38,50,6.9,0.646,0.646,0.646,1.29,9.37,12.281,16.159,40,40,80,2008,Forward,5v5
"KORPIKOSKI, LAURI",NY Rangers,651:33:00,6,8,7,14,57,76,98,10.53,0.552,0.737,0.645,1.29,5.25,6.999,9.025,30,40,70,2008,Forward,5v5
"PACIORETTY, MAX",Montreal,372:20:00,2,6,6,8,47,60,77,4.26,0.322,0.967,0.967,1.29,7.57,9.669,12.408,14.3,42.9,57.1,2008,Forward,5v5
"WANDELL, TOM",Dallas,140:12:00,1,2,1,3,21,24,28,4.76,0.428,0.856,0.428,1.28,8.99,10.271,11.983,33.3,66.7,100,2008,Forward,5v5
"KOTALIK, ALES",Edmonton,887:55:00,9,10,5,19,149,188,238,6.04,0.608,0.676,0.338,1.28,10.07,12.704,16.083,25.7,28.6,54.3,2008,Forward,5v5
"KALETA, PATRICK",Buffalo,421:43:00,4,5,2,9,34,54,62,11.76,0.569,0.711,0.285,1.28,4.84,7.683,8.821,26.7,33.3,60,2008,Forward,5v5
"ARNASON, TYLER",Colorado,848:12:00,3,15,11,18,91,128,167,3.3,0.212,1.061,0.778,1.27,6.44,9.055,11.813,11.1,55.6,66.7,2008,Forward,5v5
"JONES, DAVID",Colorado,427:37:00,6,3,2,9,37,45,58,16.22,0.842,0.421,0.281,1.26,5.19,6.314,8.138,50,25,75,2008,Forward,5v5
"PORTER, KEVIN",Phoenix,381:40:00,4,4,1,8,29,37,46,13.79,0.629,0.629,0.157,1.26,4.56,5.817,7.231,26.7,26.7,53.3,2008,Forward,5v5
"STASTNY, PAUL",Colorado,621:42:00,4,9,6,13,72,87,110,5.56,0.386,0.869,0.579,1.25,6.95,8.396,10.616,19,42.9,61.9,2008,Forward,5v5
"RUUTU, JARKKO",Ottawa,766:49:00,6,10,6,16,83,111,133,7.23,0.469,0.782,0.469,1.25,6.49,8.685,10.407,23.1,38.5,61.5,2008,Forward,5v5
"COMRIE, MIKE",Ottawa,767:03:00,6,10,4,16,90,109,142,6.67,0.469,0.782,0.313,1.25,7.04,8.526,11.107,26.1,43.5,69.6,2008,Forward,5v5
"WEIGHT, DOUG",NY Islanders,671:36:00,5,9,6,14,57,75,97,8.77,0.447,0.804,0.536,1.25,5.09,6.7,8.666,25,45,70,2008,Forward,5v5
"HECHT, JOCHEN",Buffalo,912:19:00,8,11,6,19,142,183,216,5.63,0.526,0.723,0.395,1.25,9.34,12.035,14.206,28.6,39.3,67.9,2008,Forward,5v5
"PETERSEN, TOBY",Dallas,528:17:00,4,7,7,11,72,91,103,5.56,0.454,0.795,0.795,1.25,8.18,10.335,11.698,19,33.3,52.4,2008,Forward,5v5
"CHEECHOO, JONATHAN",San Jose,825:13:00,6,11,8,17,110,175,221,5.45,0.436,0.8,0.582,1.24,8,12.724,16.069,21.4,39.3,60.7,2008,Forward,5v5
"SAMUELSSON, MIKAEL",Detroit,977:15:00,12,8,4,20,183,237,297,6.56,0.737,0.491,0.246,1.23,11.24,14.551,18.235,32.4,21.6,54.1,2008,Forward,5v5
"SHEPPARD, JAMES",Minnesota,1028:43:00,5,16,11,21,68,97,113,7.35,0.292,0.933,0.642,1.22,3.97,5.657,6.591,16.1,51.6,67.7,2008,Forward,5v5
"TIKHONOV, VIKTOR",Phoenix,591:17:00,6,6,6,12,66,86,110,9.09,0.609,0.609,0.609,1.22,6.7,8.727,11.162,37.5,37.5,75,2008,Forward,5v5
"POULIOT, BENOIT",Minnesota,345:10:00,3,4,2,7,21,29,39,14.29,0.521,0.695,0.348,1.22,3.65,5.041,6.779,27.3,36.4,63.6,2008,Forward,5v5
"HANDZUS, MICHAL",Los Angeles,937:39:00,7,12,9,19,98,125,149,7.14,0.448,0.768,0.576,1.22,6.27,7.999,9.534,28,48,76,2008,Forward,5v5
"BEGIN, STEVE",Dallas,544:17:00,6,5,3,11,81,106,136,7.41,0.661,0.551,0.331,1.21,8.93,11.685,14.992,37.5,31.3,68.8,2008,Forward,5v5
"SOBOTKA, VLADIMIR",Boston,248:16:00,1,4,3,5,18,25,38,5.56,0.242,0.967,0.725,1.21,4.35,6.042,9.184,12.5,50,62.5,2008,Forward,5v5
"MADDEN, JOHN",New Jersey,945:29:00,6,13,7,19,115,139,177,5.22,0.381,0.825,0.444,1.21,7.3,8.821,11.232,24,52,76,2008,Forward,5v5
"CARTER, RYAN",Anaheim,399:55:00,3,5,3,8,35,59,66,8.57,0.45,0.75,0.45,1.2,5.25,8.852,9.902,25,41.7,66.7,2008,Forward,5v5
"NICHOL, SCOTT",Nashville,350:11:00,4,3,2,7,34,40,50,11.76,0.685,0.514,0.343,1.2,5.83,6.854,8.567,44.4,33.3,77.8,2008,Forward,5v5
"DONOVAN, SHEAN",Ottawa,500:41:00,5,5,4,10,57,77,90,8.77,0.599,0.599,0.479,1.2,6.83,9.227,10.785,35.7,35.7,71.4,2008,Forward,5v5
"METROPOLIT, GLEN",Montreal,751:40:00,5,10,6,15,74,91,118,6.76,0.399,0.798,0.479,1.2,5.91,7.264,9.419,21.7,43.5,65.2,2008,Forward,5v5
"PARROS, GEORGE",Anaheim,454:33:00,4,5,3,9,46,60,65,8.7,0.528,0.66,0.396,1.19,6.07,7.92,8.58,22.2,27.8,50,2008,Forward,5v5
"BARCH, KRYSTOFER",Dallas,454:49:00,4,5,2,9,27,35,41,14.81,0.528,0.66,0.264,1.19,3.56,4.617,5.409,23.5,29.4,52.9,2008,Forward,5v5
"NIEDERMAYER, ROB",Anaheim,910:52:00,11,7,3,18,67,91,108,16.42,0.725,0.461,0.198,1.19,4.41,5.994,7.114,50,31.8,81.8,2008,Forward,5v5
"BRIND_AMOUR, ROD",Carolina,1065:39:00,8,13,7,21,91,118,146,8.79,0.45,0.732,0.394,1.18,5.12,6.644,8.22,28.6,46.4,75,2008,Forward,5v5
"OLVECKY, PETER",Minnesota,254:17:00,2,3,1,5,18,31,42,11.11,0.472,0.708,0.236,1.18,4.25,7.315,9.91,22.2,33.3,55.6,2008,Forward,5v5
"BAYDA, RYAN",Carolina,559:28:00,5,6,1,11,58,92,109,8.62,0.536,0.643,0.107,1.18,6.22,9.867,11.69,33.3,40,73.3,2008,Forward,5v5
"THORBURN, CHRIS",Winnipeg,767:29:00,7,8,4,15,83,105,129,8.43,0.547,0.625,0.313,1.17,6.49,8.209,10.085,31.8,36.4,68.2,2008,Forward,5v5
"NILSSON, ROBERT",Edmonton,768:01:00,5,10,8,15,53,87,120,9.43,0.391,0.781,0.625,1.17,4.14,6.797,9.375,15.2,30.3,45.5,2008,Forward,5v5
"PARRISH, MARK",Dallas,409:52:00,4,4,2,8,32,59,72,12.5,0.586,0.586,0.293,1.17,4.68,8.637,10.54,33.3,33.3,66.7,2008,Forward,5v5
"PETTINGER, MATT",Tampa Bay,614:49:00,6,6,3,12,76,100,116,7.89,0.586,0.586,0.293,1.17,7.42,9.759,11.32,35.3,35.3,70.6,2008,Forward,5v5
"CROMBEEN, BJ",St. Louis,923:17:00,10,8,5,18,113,168,202,8.85,0.65,0.52,0.325,1.17,7.34,10.918,13.127,40,32,72,2008,Forward,5v5
"ARTYUKHIN, EVGENY",Tampa Bay,719:44:00,5,9,4,14,90,121,146,5.56,0.417,0.75,0.334,1.17,7.5,10.087,12.171,20,36,56,2008,Forward,5v5
"FRASER, COLIN",Chicago,618:57:00,5,7,4,12,63,76,85,7.94,0.485,0.679,0.388,1.16,6.11,7.367,8.24,27.8,38.9,66.7,2008,Forward,5v5
"WINCHESTER, BRAD",St. Louis,670:49:00,8,5,4,13,64,92,122,12.5,0.716,0.447,0.358,1.16,5.72,8.229,10.912,34.8,21.7,56.5,2008,Forward,5v5
"PERRIN, ERIC",Winnipeg,774:30:00,5,10,6,15,89,115,142,5.62,0.387,0.775,0.465,1.16,6.89,8.909,11.001,19.2,38.5,57.7,2008,Forward,5v5
"KOSTITSYN, SERGEI",Montreal,569:22:00,2,9,5,11,36,50,73,5.56,0.211,0.948,0.527,1.16,3.79,5.269,7.693,9.5,42.9,52.4,2008,Forward,5v5
