PlayerName,Team,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G60,A60,FirstA60,Points60,Shots60,iFenwick60,iCorsi60,IGP,IAP,IPP,Year,Position,Situation
"CARTER, RYAN",New Jersey,523:51:00,5,7,6,12,57,78,92,8.77,0.573,0.802,0.687,1.37,6.53,8.934,10.537,31.2,43.7,75,2012,Forward,5v5
"FROLIK, MICHAEL",Chicago,437:19:00,3,7,3,10,83,102,133,3.61,0.412,0.96,0.412,1.37,11.39,13.994,18.248,15.8,36.8,52.6,2012,Forward,5v5
"WESTGARTH, KEVIN",Carolina,175:38:00,2,2,1,4,16,25,31,12.5,0.683,0.683,0.342,1.37,5.47,8.54,10.59,40,40,80,2012,Forward,5v5
"SOBOTKA, VLADIMIR",St. Louis,571:03:00,6,7,4,13,61,81,104,9.84,0.63,0.736,0.42,1.37,6.41,8.511,10.927,35.3,41.2,76.5,2012,Forward,5v5
"PETRELL, LENNART",Edmonton,307:38:00,2,5,1,7,20,29,39,10,0.39,0.975,0.195,1.37,3.9,5.656,7.606,25,62.5,87.5,2012,Forward,5v5
"FOLIGNO, NICK",Columbus,616:24:00,4,10,5,14,54,66,88,7.41,0.389,0.973,0.487,1.36,5.26,6.424,8.566,20,50,70,2012,Forward,5v5
"ERAT, MARTIN",Washington,616:38:00,3,11,3,14,50,66,89,6,0.292,1.07,0.292,1.36,4.87,6.422,8.66,17.6,64.7,82.3,2012,Forward,5v5
"CHIMERA, JASON",Washington,572:51:00,3,10,5,13,90,109,137,3.33,0.314,1.047,0.524,1.36,9.43,11.417,14.349,15.8,52.6,68.4,2012,Forward,5v5
"DWYER, PATRICK",Carolina,575:40:00,5,8,6,13,80,112,148,6.25,0.521,0.834,0.625,1.35,8.34,11.673,15.426,21.7,34.8,56.5,2012,Forward,5v5
"BECK, TAYLOR",Nashville,222:09:00,2,3,1,5,36,45,58,5.56,0.54,0.81,0.27,1.35,9.72,12.154,15.665,20,30,50,2012,Forward,5v5
"VERSTEEG, KRIS",Florida,133:34:00,2,1,0,3,13,20,24,15.38,0.898,0.449,0,1.35,5.84,8.984,10.781,50,25,75,2012,Forward,5v5
"COMEAU, BLAKE",Columbus,445:53:00,5,5,3,10,46,66,90,10.87,0.673,0.673,0.404,1.35,6.19,8.881,12.111,33.3,33.3,66.7,2012,Forward,5v5
"ENNIS, TYLER",Buffalo,628:23:00,7,7,4,14,78,106,133,8.97,0.668,0.668,0.382,1.34,7.45,10.121,12.699,36.8,36.8,73.7,2012,Forward,5v5
"CLARKSON, DAVID",New Jersey,632:19:00,8,6,2,14,125,160,188,6.4,0.759,0.569,0.19,1.33,11.86,15.182,17.839,42.1,31.6,73.7,2012,Forward,5v5
"EAVES, PATRICK",Detroit,318:32:00,2,5,3,7,41,60,74,4.88,0.377,0.942,0.565,1.32,7.72,11.302,13.939,20,50,70,2012,Forward,5v5
"HANZAL, MARTIN",Phoenix,546:51:00,5,7,4,12,67,105,134,7.46,0.549,0.768,0.439,1.32,7.35,11.521,14.702,23.8,33.3,57.1,2012,Forward,5v5
"FOLIGNO, MARCUS",Buffalo,550:20:00,4,8,4,12,47,63,81,8.51,0.436,0.872,0.436,1.31,5.12,6.869,8.831,18.2,36.4,54.5,2012,Forward,5v5
"OLVER, MARK",Colorado,276:08:00,4,2,2,6,31,38,47,12.9,0.869,0.435,0.435,1.3,6.74,8.257,10.213,50,25,75,2012,Forward,5v5
"GABORIK, MARIAN",Columbus,699:36:00,9,6,5,15,123,148,182,7.32,0.772,0.515,0.429,1.29,10.55,12.693,15.609,34.6,23.1,57.7,2012,Forward,5v5
"WOLSKI, WOJTEK",Washington,327:09:00,3,4,3,7,45,64,76,6.67,0.55,0.734,0.55,1.28,8.25,11.738,13.939,25,33.3,58.3,2012,Forward,5v5
"BRIERE, DANIEL",Philadelphia,421:45:00,2,7,4,9,56,68,94,3.57,0.284,0.996,0.569,1.28,7.97,9.674,13.373,14.3,50,64.3,2012,Forward,5v5
"BROUWER, TROY",Washington,610:54:00,9,4,3,13,69,95,116,13.04,0.884,0.393,0.295,1.28,6.78,9.331,11.393,50,22.2,72.2,2012,Forward,5v5
"GRIGORENKO, MIKHAIL",Buffalo,235:07:00,1,4,3,5,28,38,51,3.57,0.255,1.021,0.766,1.28,7.15,9.697,13.015,11.1,44.4,55.6,2012,Forward,5v5
"TYRELL, DANA",Tampa Bay,188:13:00,1,3,2,4,15,26,30,6.67,0.319,0.956,0.638,1.28,4.78,8.288,9.563,16.7,50,66.7,2012,Forward,5v5
"BOLLAND, DAVE",Chicago,425:21:00,5,4,3,9,32,38,51,15.62,0.705,0.564,0.423,1.27,4.51,5.36,7.194,31.3,25,56.2,2012,Forward,5v5
"WINGELS, TOMMY",San Jose,520:31:00,4,7,4,11,62,76,98,6.45,0.461,0.807,0.461,1.27,7.15,8.761,11.296,26.7,46.7,73.3,2012,Forward,5v5
"SKINNER, JEFF",Carolina,617:02:00,7,6,4,13,118,167,213,5.93,0.681,0.583,0.389,1.26,11.47,16.239,20.712,38.9,33.3,72.2,2012,Forward,5v5
"ETEM, EMERSON",Anaheim,381:01:00,3,5,4,8,43,63,80,6.98,0.472,0.787,0.63,1.26,6.77,9.921,12.598,23.1,38.5,61.5,2012,Forward,5v5
"KOPECKY, TOMAS",Florida,622:19:00,6,7,4,13,65,92,129,9.23,0.579,0.675,0.386,1.25,6.27,8.87,12.437,37.5,43.8,81.3,2012,Forward,5v5
"CLUNE, RICH",Nashville,431:27:00,4,5,3,9,45,60,74,8.89,0.556,0.695,0.417,1.25,6.26,8.344,10.291,28.6,35.7,64.3,2012,Forward,5v5
"HIGGINS, CHRIS",Vancouver,532:23:00,7,4,2,11,63,85,109,11.11,0.789,0.451,0.225,1.24,7.1,9.58,12.284,41.2,23.5,64.7,2012,Forward,5v5
"KOVALCHUK, ILYA",New Jersey,589:52:00,4,8,7,12,63,89,115,6.35,0.407,0.814,0.712,1.22,6.41,9.053,11.698,22.2,44.4,66.7,2012,Forward,5v5
"FISHER, MIKE",Nashville,543:53:00,8,3,2,11,53,77,107,15.09,0.882,0.331,0.221,1.21,5.85,8.495,11.804,47.1,17.7,64.7,2012,Forward,5v5
"MCGRATTAN, BRIAN",Calgary,148:38:00,3,0,0,3,18,23,31,16.67,1.211,0,0,1.21,7.27,9.285,12.514,100,0,100,2012,Forward,5v5
"KNUBLE, MIKE",Philadelphia,298:48:00,3,3,3,6,25,34,47,12,0.602,0.602,0.602,1.2,5.02,6.827,9.438,30,30,60,2012,Forward,5v5
"PORTER, CHRIS",St. Louis,299:33:00,2,4,3,6,45,54,64,4.44,0.401,0.801,0.601,1.2,9.01,10.816,12.819,18.2,36.4,54.5,2012,Forward,5v5
"TALBOT, MAXIME",Philadelphia,400:29:00,4,4,3,8,35,45,59,11.43,0.599,0.599,0.45,1.2,5.24,6.742,8.839,28.6,28.6,57.1,2012,Forward,5v5
"GRANLUND, MIKAEL",Minnesota,300:52:00,2,4,3,6,34,42,51,5.88,0.399,0.798,0.598,1.2,6.78,8.376,10.171,28.6,57.1,85.7,2012,Forward,5v5
"GORDON, BOYD",Phoenix,551:39:00,4,7,5,11,56,81,95,7.14,0.435,0.761,0.544,1.2,6.09,8.81,10.333,22.2,38.9,61.1,2012,Forward,5v5
"SHAW, ANDREW",Chicago,603:10:00,7,5,2,12,52,69,92,13.46,0.696,0.497,0.199,1.19,5.17,6.864,9.152,33.3,23.8,57.1,2012,Forward,5v5
"EBBETT, ANDREW",Vancouver,301:55:00,1,5,4,6,21,30,42,4.76,0.199,0.994,0.795,1.19,4.17,5.962,8.347,11.1,55.6,66.7,2012,Forward,5v5
"BUTLER, BOBBY",Nashville,303:22:00,3,3,2,6,32,42,57,9.38,0.593,0.593,0.396,1.19,6.33,8.307,11.274,37.5,37.5,75,2012,Forward,5v5
"KILLORN, ALEX",Tampa Bay,354:11:00,2,5,4,7,42,56,76,4.76,0.339,0.847,0.678,1.19,7.12,9.487,12.875,15.4,38.5,53.8,2012,Forward,5v5
"ZAJAC, TRAVIS",New Jersey,657:51:00,5,8,5,13,58,86,107,8.62,0.456,0.73,0.456,1.19,5.29,7.844,9.759,29.4,47.1,76.5,2012,Forward,5v5
"SUTTER, BRANDON",Pittsburgh,607:58:00,6,6,4,12,72,96,120,8.33,0.592,0.592,0.395,1.18,7.11,9.474,11.843,30,30,60,2012,Forward,5v5
"LANDESKOG, GABRIEL",Colorado,508:07:00,5,5,4,10,80,105,132,6.25,0.59,0.59,0.472,1.18,9.45,12.399,15.587,33.3,33.3,66.7,2012,Forward,5v5
"BROWN, DUSTIN",Los Angeles,661:50:00,8,5,3,13,106,149,191,7.55,0.725,0.453,0.272,1.18,9.61,13.508,17.316,30.8,19.2,50,2012,Forward,5v5
"KORPIKOSKI, LAURI",Phoenix,460:18:00,5,4,3,9,62,90,122,8.06,0.652,0.521,0.391,1.17,8.08,11.732,15.903,38.5,30.8,69.2,2012,Forward,5v5
"COUTURIER, SEAN",Philadelphia,515:08:00,4,6,4,10,54,70,90,7.41,0.466,0.699,0.466,1.16,6.29,8.153,10.483,23.5,35.3,58.8,2012,Forward,5v5
"GERBE, NATHAN",Buffalo,463:49:00,4,5,3,9,53,72,96,7.55,0.517,0.647,0.388,1.16,6.86,9.314,12.419,33.3,41.7,75,2012,Forward,5v5
"MATTEAU, STEFAN",New Jersey,154:52:00,1,2,2,3,21,22,27,4.76,0.387,0.775,0.775,1.16,8.14,8.524,10.461,25,50,75,2012,Forward,5v5
"CARON, JORDAN",Boston,155:02:00,1,2,1,3,18,22,29,5.56,0.387,0.774,0.387,1.16,6.97,8.514,11.223,25,50,75,2012,Forward,5v5
"JOHANSEN, RYAN",Columbus,518:34:00,5,5,4,10,64,77,87,7.81,0.579,0.579,0.463,1.16,7.41,8.909,10.066,31.2,31.2,62.5,2012,Forward,5v5
"HORNQVIST, PATRIC",Nashville,311:16:00,0,6,3,6,57,73,89,0,0,1.157,0.578,1.16,10.99,14.072,17.156,0,66.7,66.7,2012,Forward,5v5
"THORNTON, SHAWN",Boston,363:57:00,3,4,1,7,55,72,98,5.45,0.495,0.659,0.165,1.15,9.07,11.87,16.156,30,40,70,2012,Forward,5v5
"MUELLER, PETER",Florida,572:16:00,5,6,5,11,113,141,167,4.42,0.524,0.629,0.524,1.15,11.85,14.783,17.509,25,30,55,2012,Forward,5v5
"MIETTINEN, ANTTI",Winnipeg,262:40:00,3,2,0,5,25,35,45,12,0.685,0.457,0,1.14,5.71,7.995,10.279,25,16.7,41.7,2012,Forward,5v5
"REAVES, RYAN",St. Louis,315:15:00,4,2,1,6,24,28,34,16.67,0.761,0.381,0.19,1.14,4.57,5.329,6.471,50,25,75,2012,Forward,5v5
"GRABOVSKI, MIKHAIL",Toronto,630:27:00,9,3,2,12,74,109,148,12.16,0.857,0.285,0.19,1.14,7.04,10.373,14.085,39.1,13,52.2,2012,Forward,5v5
"GREENING, COLIN",Ottawa,579:11:00,4,7,4,11,67,99,122,5.97,0.414,0.725,0.414,1.14,6.94,10.256,12.639,20,35,55,2012,Forward,5v5
"MCLEOD, CODY",Colorado,526:57:00,7,3,2,10,69,99,114,10.14,0.797,0.342,0.228,1.14,7.86,11.272,12.98,46.7,20,66.7,2012,Forward,5v5
"SMYTH, RYAN",Edmonton,527:17:00,1,9,7,10,56,81,98,1.79,0.114,1.024,0.796,1.14,6.37,9.217,11.152,8.3,75,83.3,2012,Forward,5v5
"GOC, MARCEL",Florida,583:07:00,4,7,5,11,74,94,118,5.41,0.412,0.72,0.514,1.13,7.61,9.672,12.142,20,35,55,2012,Forward,5v5
"ABDELKADER, JUSTIN",Detroit,636:24:00,8,4,2,12,90,113,134,8.89,0.754,0.377,0.189,1.13,8.49,10.654,12.634,40,20,60,2012,Forward,5v5
"LEWIS, TREVOR",Los Angeles,583:55:00,4,7,5,11,82,116,127,4.88,0.411,0.719,0.514,1.13,8.43,11.919,13.05,23.5,41.2,64.7,2012,Forward,5v5
"MACKENZIE, DEREK",Columbus,374:43:00,3,4,2,7,33,44,58,9.09,0.48,0.64,0.32,1.12,5.28,7.045,9.287,25,33.3,58.3,2012,Forward,5v5
"BERNIER, STEVE",New Jersey,538:09:00,5,5,3,10,73,93,106,6.85,0.557,0.557,0.335,1.11,8.14,10.369,11.818,35.7,35.7,71.4,2012,Forward,5v5
"YIP, BRANDON",Nashville,377:07:00,3,4,2,7,32,43,50,9.38,0.477,0.636,0.318,1.11,5.09,6.841,7.955,30,40,70,2012,Forward,5v5
"LABRIE, PIERRE-CEDRIC",Tampa Bay,161:55:00,2,1,1,3,16,28,35,12.5,0.741,0.371,0.371,1.11,5.93,10.376,12.97,50,25,75,2012,Forward,5v5
"NYSTROM, ERIC",Dallas,543:24:00,6,4,3,10,44,73,97,13.64,0.662,0.442,0.331,1.1,4.86,8.06,10.71,28.6,19,47.6,2012,Forward,5v5
"MALONE, BRAD",Colorado,108:48:00,1,1,0,2,10,14,23,10,0.551,0.551,0,1.1,5.51,7.721,12.684,33.3,33.3,66.7,2012,Forward,5v5
"STASTNY, PAUL",Colorado,545:37:00,5,5,1,10,63,90,100,7.94,0.55,0.55,0.11,1.1,6.93,9.897,10.997,33.3,33.3,66.7,2012,Forward,5v5
"LOMBARDI, MATTHEW",Anaheim,327:31:00,3,3,2,6,35,44,62,8.57,0.55,0.55,0.366,1.1,6.41,8.061,11.358,30,30,60,2012,Forward,5v5
"UMBERGER, RJ",Columbus,659:28:00,5,7,5,12,67,92,126,7.46,0.455,0.637,0.455,1.09,6.1,8.37,11.464,25,35,60,2012,Forward,5v5
"PORTER, KEVIN",Buffalo,386:54:00,3,4,3,7,32,39,51,9.38,0.465,0.62,0.465,1.09,4.96,6.048,7.909,30,40,70,2012,Forward,5v5
"DALPE, ZAC",Carolina,110:32:00,1,1,0,2,15,25,33,6.67,0.543,0.543,0,1.09,8.14,13.571,17.913,33.3,33.3,66.7,2012,Forward,5v5
"SCHROEDER, JORDAN",Vancouver,333:10:00,2,4,4,6,21,29,41,9.52,0.36,0.72,0.72,1.08,3.78,5.223,7.384,18.2,36.4,54.5,2012,Forward,5v5
"HOLLAND, PETER",Anaheim,222:40:00,2,2,2,4,19,30,40,10.53,0.539,0.539,0.539,1.08,5.12,8.084,10.778,20,20,40,2012,Forward,5v5
"ANDERSSON, JOAKIM",Detroit,395:38:00,3,4,4,7,40,52,63,7.5,0.455,0.607,0.607,1.06,6.07,7.886,9.554,20,26.7,46.7,2012,Forward,5v5
"CONDRA, ERIK",Ottawa,508:47:00,3,6,2,9,65,87,111,4.62,0.354,0.708,0.236,1.06,7.67,10.26,13.09,20,40,60,2012,Forward,5v5
"BORDELEAU, PATRICK",Colorado,283:06:00,2,3,1,5,23,32,39,8.7,0.424,0.636,0.212,1.06,4.87,6.782,8.266,25,37.5,62.5,2012,Forward,5v5
"REASONER, MARTY",NY Islanders,283:45:00,0,5,2,5,33,40,51,0,0,1.057,0.423,1.06,6.98,8.458,10.784,0,62.5,62.5,2012,Forward,5v5
"ADAMS, CRAIG",Pittsburgh,397:48:00,1,6,3,7,39,51,63,2.56,0.151,0.905,0.453,1.06,5.88,7.692,9.502,11.1,66.7,77.8,2012,Forward,5v5
"KOVALEV, ALEX",Florida,171:06:00,1,2,1,3,15,22,31,6.67,0.351,0.701,0.351,1.05,5.26,7.715,10.871,33.3,66.7,100,2012,Forward,5v5
"BURMISTROV, ALEXANDER",Winnipeg,570:32:00,4,6,3,10,49,72,103,8.16,0.421,0.631,0.316,1.05,5.15,7.572,10.832,25,37.5,62.5,2012,Forward,5v5
"BOLL, JARED",Columbus,343:07:00,2,4,3,6,19,28,39,10.53,0.35,0.7,0.525,1.05,3.32,4.896,6.82,20,40,60,2012,Forward,5v5
"MITCHELL, TORREY",Minnesota,401:02:00,4,3,3,7,37,56,65,10.81,0.599,0.449,0.449,1.05,5.54,8.378,9.725,57.1,42.9,100,2012,Forward,5v5
"MALONE, RYAN",Tampa Bay,286:30:00,4,1,0,5,29,39,45,13.79,0.838,0.209,0,1.05,6.07,8.168,9.424,36.4,9.1,45.5,2012,Forward,5v5
"STOLL, JARRET",Los Angeles,576:34:00,4,6,4,10,51,67,84,7.84,0.416,0.624,0.416,1.04,5.31,6.972,8.741,26.7,40,66.7,2012,Forward,5v5
"CAMPBELL, GREGORY",Boston,518:55:00,2,7,4,9,45,70,91,4.44,0.231,0.809,0.463,1.04,5.2,8.094,10.522,12.5,43.7,56.2,2012,Forward,5v5
"KASSIAN, ZACK",Vancouver,462:42:00,5,3,1,8,41,65,88,12.2,0.648,0.389,0.13,1.04,5.32,8.429,11.411,33.3,20,53.3,2012,Forward,5v5
"SMITH, ZACK",Ottawa,637:10:00,4,7,4,11,84,118,151,4.76,0.377,0.659,0.377,1.04,7.91,11.112,14.219,25,43.8,68.8,2012,Forward,5v5
"CROMBEEN, BJ",Tampa Bay,405:53:00,0,7,5,7,44,64,74,0,0,1.035,0.739,1.03,6.5,9.461,10.939,0,70,70,2012,Forward,5v5
"ZUBRUS, DAINIUS",New Jersey,290:31:00,2,3,1,5,17,27,32,11.76,0.413,0.62,0.206,1.03,3.51,5.576,6.609,28.6,42.9,71.4,2012,Forward,5v5
"BEAGLE, JAY",Washington,464:55:00,2,6,3,8,52,75,92,3.85,0.258,0.774,0.387,1.03,6.71,9.679,11.873,18.2,54.5,72.7,2012,Forward,5v5
"HANDZUS, MICHAL",Chicago,407:32:00,2,5,4,7,37,50,58,5.41,0.294,0.736,0.589,1.03,5.45,7.361,8.539,16.7,41.7,58.3,2012,Forward,5v5
"NYQUIST, GUSTAV",Detroit,233:06:00,3,1,1,4,37,59,70,8.11,0.772,0.257,0.257,1.03,9.52,15.187,18.018,60,20,80,2012,Forward,5v5
"PEVERLEY, RICH",Boston,525:24:00,4,5,3,9,67,92,109,5.97,0.457,0.571,0.343,1.03,7.65,10.506,12.448,40,50,90,2012,Forward,5v5
"KELLY, CHRIS",Boston,408:48:00,2,5,3,7,30,42,54,6.67,0.293,0.734,0.44,1.03,4.4,6.164,7.926,20,50,70,2012,Forward,5v5
"HENDRICKS, MATT",Washington,469:25:00,5,3,1,8,47,72,92,10.64,0.639,0.384,0.128,1.02,6.01,9.203,11.759,45.5,27.3,72.7,2012,Forward,5v5
"NUGENT-HOPKINS, RYAN",Edmonton,588:38:00,2,8,3,10,58,86,105,3.45,0.204,0.815,0.306,1.02,5.91,8.766,10.703,8.3,33.3,41.7,2012,Forward,5v5
"SULLIVAN, STEVE",New Jersey,472:06:00,3,5,2,8,45,55,76,6.67,0.381,0.635,0.254,1.02,5.72,6.99,9.659,21.4,35.7,57.1,2012,Forward,5v5
"KOSTITSYN, SERGEI",Nashville,590:51:00,2,8,4,10,29,49,73,6.9,0.203,0.812,0.406,1.02,2.94,4.976,7.413,11.1,44.4,55.6,2012,Forward,5v5
"GOMEZ, SCOTT",San Jose,419:14:00,2,5,2,7,40,59,74,5,0.286,0.716,0.286,1,5.72,8.444,10.591,18.2,45.5,63.6,2012,Forward,5v5
"OSHIE, TJ",St. Louis,419:40:00,4,3,2,7,42,62,82,9.52,0.572,0.429,0.286,1,6,8.864,11.724,40,30,70,2012,Forward,5v5
"CLUTTERBUCK, CAL",Minnesota,484:37:00,4,4,3,8,71,92,121,5.63,0.495,0.495,0.371,0.99,8.79,11.39,14.981,44.4,44.4,88.9,2012,Forward,5v5
"SPALING, NICK",Nashville,606:34:00,8,2,1,10,50,73,94,16,0.791,0.198,0.099,0.99,4.95,7.221,9.298,61.5,15.4,76.9,2012,Forward,5v5
"NOLAN, JORDAN",Los Angeles,366:02:00,2,4,3,6,22,31,43,9.09,0.328,0.656,0.492,0.98,3.61,5.082,7.048,20,40,60,2012,Forward,5v5
"EMMERTON, CORY",Detroit,427:09:00,5,2,1,7,53,66,80,9.43,0.702,0.281,0.141,0.98,7.44,9.271,11.237,45.5,18.2,63.6,2012,Forward,5v5
"MAYERS, JAMAL",Chicago,123:12:00,0,2,1,2,10,14,16,0,0,0.974,0.487,0.97,4.87,6.818,7.792,0,50,50,2012,Forward,5v5
"KOMAROV, LEO",Toronto,494:28:00,4,4,1,8,47,72,86,8.51,0.485,0.485,0.121,0.97,5.7,8.737,10.435,28.6,28.6,57.1,2012,Forward,5v5
"COLE, ERIK",Dallas,557:08:00,8,1,0,9,66,97,132,12.12,0.862,0.108,0,0.97,7.11,10.446,14.216,38.1,4.8,42.9,2012,Forward,5v5
"TOOTOO, JORDIN",Detroit,375:33:00,3,3,3,6,45,60,79,6.67,0.479,0.479,0.479,0.96,7.19,9.586,12.621,33.3,33.3,66.7,2012,Forward,5v5
"THORBURN, CHRIS",Winnipeg,252:34:00,2,2,2,4,12,17,29,16.67,0.475,0.475,0.475,0.95,2.85,4.038,6.889,40,40,80,2012,Forward,5v5
"LAPIERRE, MAXIM",Vancouver,510:03:00,4,4,3,8,46,65,81,8.7,0.47,0.47,0.353,0.94,5.41,7.646,9.528,36.4,36.4,72.7,2012,Forward,5v5
"PONIKAROVSKY, ALEXEI",New Jersey,510:13:00,4,4,1,8,50,80,99,8,0.47,0.47,0.118,0.94,5.88,9.408,11.642,25,25,50,2012,Forward,5v5
"O_BRIEN, JIM",Ottawa,256:19:00,4,0,0,4,36,46,57,11.11,0.936,0,0,0.94,8.43,10.768,13.343,66.7,0,66.7,2012,Forward,5v5
"SESTITO, TOM",Vancouver,192:44:00,3,0,0,3,14,18,25,21.43,0.934,0,0,0.93,4.36,5.604,7.783,60,0,60,2012,Forward,5v5
"PYATT, TAYLOR",NY Rangers,583:00:00,5,4,4,9,53,76,89,9.43,0.515,0.412,0.412,0.93,5.45,7.822,9.159,25,20,45,2012,Forward,5v5
"KRUGER, MARCUS",Chicago,519:09:00,3,5,3,8,45,55,67,6.67,0.347,0.578,0.347,0.92,5.2,6.356,7.743,18.7,31.3,50,2012,Forward,5v5
"SHORE, DREW",Florida,586:24:00,1,8,6,9,81,106,145,1.23,0.102,0.819,0.614,0.92,8.29,10.846,14.836,5,40,45,2012,Forward,5v5
"CONNER, CHRIS",Phoenix,131:17:00,1,1,1,2,15,21,24,6.67,0.457,0.457,0.457,0.91,6.86,9.598,10.969,16.7,16.7,33.3,2012,Forward,5v5
"HARTNELL, SCOTT",Philadelphia,395:03:00,4,2,2,6,53,76,92,7.55,0.608,0.304,0.304,0.91,8.05,11.543,13.973,36.4,18.2,54.5,2012,Forward,5v5
"FRASER, MATT",Dallas,132:09:00,1,1,1,2,16,22,29,6.25,0.454,0.454,0.454,0.91,7.26,9.989,13.167,25,25,50,2012,Forward,5v5
"EAGER, BEN",Edmonton,133:59:00,1,1,0,2,14,18,23,7.14,0.448,0.448,0,0.9,6.27,8.061,10.3,50,50,100,2012,Forward,5v5
"MARTIN, MATT",NY Islanders,473:38:00,3,4,4,7,58,77,94,5.17,0.38,0.507,0.507,0.89,7.35,9.754,11.908,21.4,28.6,50,2012,Forward,5v5
"HENRIQUE, ADAM",New Jersey,543:50:00,5,3,3,8,52,75,91,9.62,0.552,0.331,0.331,0.88,5.74,8.275,10.04,31.2,18.8,50,2012,Forward,5v5
"CARCILLO, DAN",Chicago,204:50:00,2,1,1,3,23,27,42,8.7,0.586,0.293,0.293,0.88,6.74,7.909,12.303,22.2,11.1,33.3,2012,Forward,5v5
"WEISE, DALE",Vancouver,341:31:00,3,2,2,5,32,43,51,9.38,0.527,0.351,0.351,0.88,5.62,7.554,8.96,60,40,100,2012,Forward,5v5
"REINHART, MAXWELL",Calgary,137:03:00,1,1,1,2,23,26,31,4.35,0.438,0.438,0.438,0.88,10.07,11.383,13.572,20,20,40,2012,Forward,5v5
"ORR, COLTON",Toronto,278:46:00,1,3,2,4,13,16,24,7.69,0.215,0.646,0.43,0.86,2.8,3.444,5.166,11.1,33.3,44.4,2012,Forward,5v5
"MILLER, DREW",Detroit,488:06:00,3,4,2,7,51,70,84,5.88,0.369,0.492,0.246,0.86,6.27,8.605,10.326,30,40,70,2012,Forward,5v5
"BRODZIAK, KYLE",Minnesota,632:46:00,6,3,0,9,64,90,116,9.38,0.569,0.284,0,0.85,6.07,8.534,10.999,33.3,16.7,50,2012,Forward,5v5
"JOKINEN, OLLI",Winnipeg,634:21:00,5,4,1,9,60,94,123,8.33,0.473,0.378,0.095,0.85,5.68,8.891,11.634,29.4,23.5,52.9,2012,Forward,5v5
"ALFREDSSON, DANIEL",Ottawa,638:53:00,5,4,3,9,59,86,120,8.47,0.47,0.376,0.282,0.85,5.54,8.077,11.27,23.8,19,42.9,2012,Forward,5v5
"KREIDER, CHRIS",NY Rangers,213:14:00,2,1,1,3,17,25,30,11.76,0.563,0.281,0.281,0.84,4.78,7.035,8.441,40,20,60,2012,Forward,5v5
"JONES, DAVID",Colorado,428:22:00,1,5,4,6,51,66,85,1.96,0.14,0.7,0.56,0.84,7.14,9.244,11.906,11.1,55.6,66.7,2012,Forward,5v5
"KING, DWIGHT",Los Angeles,574:18:00,4,4,2,8,60,87,100,6.67,0.418,0.418,0.209,0.84,6.27,9.089,10.447,30.8,30.8,61.5,2012,Forward,5v5
"NEIL, CHRIS",Ottawa,575:10:00,4,4,3,8,79,100,123,5.06,0.417,0.417,0.313,0.83,8.24,10.432,12.831,25,25,50,2012,Forward,5v5
"KENNEDY, TYLER",Pittsburgh,508:26:00,4,3,0,7,87,107,147,4.6,0.472,0.354,0,0.83,10.27,12.627,17.347,28.6,21.4,50,2012,Forward,5v5
"BOOTH, DAVID",Vancouver,145:54:00,0,2,0,2,26,35,40,0,0,0.823,0,0.82,10.69,14.393,16.45,0,66.7,66.7,2012,Forward,5v5
"DZIURZYNSKI, DAVE",Ottawa,146:23:00,2,0,0,2,20,24,27,10,0.82,0,0,0.82,8.2,9.837,11.067,66.7,0,66.7,2012,Forward,5v5
"JOSEFSON, JACOB",New Jersey,222:28:00,1,2,2,3,15,26,31,6.67,0.27,0.539,0.539,0.81,4.05,7.012,8.361,25,50,75,2012,Forward,5v5
"SMITHSON, JERRED",Edmonton,374:18:00,2,3,3,5,26,35,45,7.69,0.321,0.481,0.481,0.8,4.17,5.611,7.213,25,37.5,62.5,2012,Forward,5v5
"WRIGHT, JAMES",Winnipeg,378:24:00,2,3,1,5,29,39,52,6.9,0.317,0.476,0.159,0.79,4.6,6.184,8.245,16.7,25,41.7,2012,Forward,5v5
"DAUGAVINS, KASPARS",Boston,228:12:00,1,2,0,3,34,41,52,2.94,0.263,0.526,0,0.79,8.94,10.78,13.672,20,40,60,2012,Forward,5v5
"VITALE, JOE",Pittsburgh,305:48:00,2,2,2,4,25,37,42,8,0.392,0.392,0.392,0.78,4.91,7.26,8.241,40,40,80,2012,Forward,5v5
"JACKMAN, TIM",Calgary,313:02:00,1,3,3,4,36,52,65,2.78,0.192,0.575,0.575,0.77,6.9,9.967,12.459,20,60,80,2012,Forward,5v5
"BOYCHUK, ZACH",Nashville,157:47:00,1,1,1,2,14,23,28,7.14,0.38,0.38,0.38,0.76,5.32,8.746,10.648,20,20,40,2012,Forward,5v5
"BOWMAN, DRAYSON",Carolina,394:56:00,3,2,1,5,62,85,106,4.84,0.456,0.304,0.152,0.76,9.42,12.914,16.104,30,20,50,2012,Forward,5v5
"D_AGOSTINI, MATT",New Jersey,317:32:00,2,2,1,4,30,42,59,6.67,0.378,0.378,0.189,0.76,5.67,7.936,11.148,28.6,28.6,57.1,2012,Forward,5v5
"REGIN, PETER",Ottawa,240:06:00,0,3,2,3,28,35,49,0,0,0.75,0.5,0.75,7,8.746,12.245,0,37.5,37.5,2012,Forward,5v5
"KENNEDY, TIM",San Jose,161:05:00,2,0,0,2,21,26,34,9.52,0.745,0,0,0.74,7.82,9.684,12.664,66.7,0,66.7,2012,Forward,5v5
